게시글ID,제목,내용,댓글,URL
6579,[중앙선거관리위원회] ServerAgent 접근제어정책에 설정된 IP그룹 객체가 수정 및 삭제가 가능하게 동작하여 정책 꼬임 현상,"[요약]
ServerAgent 접근제어정책에 설정된 IP그룹 객체가 수정 및 삭제가 가능하게 동작하여,
수정 및 삭제 시 정책 꼬임 현상 발생
그 외 다른 접근제어 또는 권한제어 정책에서는 IP그룹이 등록되어 있으면 삭제 되지 않음(정상 동작)
ServerAgent 접근제어정책에 서비스 그룹 객체에 대해서도 삭제 되지 않음(정상 동작)
> ServerAgent 접근제어정책 + IP그룹 객체일 때만 문제 발생
Manager 7에서 재현되며 5에서는 정상 수행으로 확인됨
해당 증상 조치를 위해서는 Enteprise Manager 7.0.0.2 ALPHA (Build - 2986) 버전 이상으로 사용 필요
매니저 다운로드 url https://bbs.pnpsecure.com/showthread.php?tid=13701
[이슈 상세]
- ""ip그룹_depth2""라는 ip 그룹을 생성
- ""ip그룹_depth2""라는 ip 그룹을 ServerAgent 접근제어 정책에 등록
- 이후 ""ip그룹_depth2""라는 ip 그룹삭제 시도 (정상 동작이라면 삭제 안됨)
- 이후 ""ip그룹_depth2""라는 ip 그룹삭제 시도 (정상 동작이라면 삭제 안됨)
- ""ip그룹_depth2""라는 ip 그룹이 삭제되어 server_manager 모듈에서 경고 로그 발생 및 정책 꼬임 현상 발생
[조치 방법]
해당 증상 조치를 위해서는 Enteprise Manager 7.0.0.2 ALPHA (Build - 2986) 버전 이상으로 사용 필요
매니저 다운로드 url https://bbs.pnpsecure.com/showthread.php?tid=13701
[참고]
DBSAFER v7.0 환경에서 IP그룹 설정을 통해 ServerAgent 접근제어 정책 설정을 하고 있는 고객사라면 충분히 발생할 수 있는 현상으로 확인 및 조치가 필요해 보입니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6579
6506,[아모레퍼시픽]자동관리객체 그룹정보 변경기능요청,"[분류] (에러로그문의 / 기능로직문의 / 기타문의)
기타문의
[고객사/채널사]
아모레퍼시픽
[이슈내용]
1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크0
pnp_aws_service에 의해 생성된 객체를 타 그룹에 추가하고 싶음
-> 자동으로 관리하는 객체입니다. 메세지와 함께 동작 불가
2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항)
3. 특이사항 (연동 모듈, 커스텀 개발 등)
4. 사내 재현 정보
5. 요청사항
자동관리 객체로 관리하면서 해당 객체를 여러 개의 그룹으로 관리하는 방법을 요청
> 정책등록시 그룹으로 묶어서 관리하고 싶음
[모듈 로그(Debugging 로그 및 ERROR 로그]
(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함)
[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등)
pnp_aws_service v1.20T
Enterprise Manager 5.0.9.4A Build-7264
[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)","김태윤: 해당 건에 대해서 별도 구두로 확인된 사항을 바탕으로 다시 가이드 합니다.

pnp_aws_service 를 통해서 연동된 객체, 그룹의 경우 다른 그룹에 넣지 못하도록 lock 설정이 되어 있는 상황이 맞습니다.

따라서 연동된 객체에 대해서 기존에 있던 부분은 그대로 두되, 다른 객체에 추가하는 것에 대해서 연구소 개발자와 문의 결과 가능할 것으로 확인되었습니다.

벅스로 등록해 주면 해당 개발자로 할당하겠습니다.

감사합니다.",https://cafe.naver.com/pnpsecure2/6506
6298,"[TIP] 매니저 기타로그(시스템, 경고) 언어 설정 변경","매니저 로그조회 > 기타로그 (시스템, 경고) 언어 설정을 변경하는 방법
[설정 파일 경로]
/dbsafer/.conf/lang.conf
[옵션]
ko
en
[영문 변경 방법]
1. lang=en 설정
lang.conf 파일 내용 수정
2. pnp 모듈 재시작
13시 이후 로깅된 항목들은 영문으로 로깅
[추가설명]
1. 매니저 언어 설정 변경 (해당 카페 내용 참고)
https://cafe.naver.com/pnpsecure2/6281
cafe.naver.com
cafe.naver.com
- 레지스트리만 변경하는 경우 시스템로그, 경고로그가 한글로 표시",댓글 없음,https://cafe.naver.com/pnpsecure2/6298
6281,[TIP] 매니저 언어 설정 변경 (레지스트리 변경),"매니저의 언어 설정을 변경 하는 방법
[레지스트리 경로]
Computer\HKEY_LOCAL_MACHINE\SOFTWARE\PNP SECURE\Enterprise Manager 7
[변수명]
- Html Path
[옵션]
- KOR
- ENU",댓글 없음,https://cafe.naver.com/pnpsecure2/6281
6003,"[TIP] 매니저 IP 객체 정책 적용 불가 현상 공유 (csv 불러오기, mac address 컬럼)","[요약]
- 현상 : 허용 정책에 IP 그룹이 들어가 있고, NAT 리스트에도 접속 가능으로 보이지만, 허용 정책 적용을 못하는 현상
: IP그룹안에 MAC 주소가 입력된 객체 (IP + MAC Address)에 대해서 허용정책이 반영 되지 않음
- 원인 : 매니저 CSV 로 MAC 컬럼이 설정되어 있는 IP 객체 불러오기 했을 경우 발생
: 담당자가 신규 사용자 IP 조사를 위해 IP 객체 CSV 파일을 배포하였고,
몇몇 사용자가 CSV 파일 내 MAC Address 까지 입력하게 되면서 위와 같은 현상 발생
- 조치방법
> 버그로 발견되어 버그 수정본인 최신 버전의 매니저 설치 필요 (build-6802 이상)
[버전정보]
- ENTERPRISE MANAGER Build-6759
[상세내역]
- 사내테스트 진행 내역
1) 사용자 PC에서 MAC 주소, IP 주소 확인 및 CSV를 통하여 MANAGER에 IP 객체 등록 진행
Next image
2) IP + MAC Address가 입력된 IP객체가 들어있는 그룹 허용정책에 등록
3) NAT 리스트 확인 가능하나 접속 테스트 시 매니저에서 차단 로그 발생
[결론]
- CSV 파일로 IP 객체 등록 시 IP+MAC Address 객체 사용 시 build-6802 이상 버전의 매니저 사용이 필요합니다.
(IP+MAC Address로 등록하여 사용하는 IP 객채에 대해서는 MAC 컬럼을 바라보지 않도록 수정되었다고 합니다.)
* 수정이 필요한 부분이나 개선사항이 있다면 댓글로 남겨주시면 감사하겠습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6003
5946,"[공지] 2023년 유지보수 점검양식 - DBSAFER, SA, IM, IMUP","안녕하세요 기술본부 여러분
기술지원실 현승환입니다.
23년 정기점검 양식 변경에 따른 공유 드립니다.
23년 9월 5일 이후에 변경된 양식으로 사용 부탁 드립니다.
감사합니다.
첨부파일
피앤피시큐어_정기점검_20230905(IM-IMUP추가)_ma_works추가
.doc
null
파일 다운로드","윤효정: OJT 교육과정에서도 해당 자료로 진행할 수 있도록 업데이트 완료하였습니다.
감사합니다.",https://cafe.naver.com/pnpsecure2/5946
5941,"[TIP] 웹 포트를 3443이 아닌 다른 포트를 사용하는 경우, 매니저 2차인증 기능 사용시 에러 발생하는 현상","[개요]
1. 고객사 요청에 의해 웹 포트를 3443이 아닌 다른 포트를 사용하는 경우가 있음.
2. 이 경우, 매니저 2차인증 시 saferuas에 인증설정을 질의할 때 3443으로만 통신하도록 매니저 내부에 하드코딩 되어있어 통신오류가 발생하며 매니저에 로그인할 수 없는 현상 발생.
[해결방법]
1. Enterprise Manager 설치 디렉터리로 이동(C:\Program Files\PNP SECURE\Enterprise Manager)
2. MgrProperty.cfg 파일 생성
3. 아래와 같이 내용 입력 후 저장 (ex. 포트 번호를 443으로 변경하여 사용중인 경우)
[Saferuas]
port=443
[주의사항]
MgrProperty.cfg 파일을 통해 매니저에서 saferuas 설정을 질의하는 포트를 변경하는 기능은 Enterprise Manager 5.0.9.4 ALPHA (Build - 6429) 버전 이상부터만 제공하고 있습니다. 이보다 하위 버전 매니저의 경우 build 6429보다 상위 버전의 매니저를 사용해야 합니다.
참고 : https://bbs.pnpsecure.com/showthread.php?tid=11558
https://bugs.pnpsecure.com/view.php?id=23101
감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/5941
5854,[TIP][MANAGER] 매니저 중복 로그인 허용/차단 설정 기능,"[개요]
- 매니저 관리자 중복 로그인 설정 기능 설명
[방법]
- pnp_agent.conf (LOG 서버) 의 ""allow_multilogin"" 옵션 설정
[옵션]
(1) 0 - Disallow // Disallow multi login
> 중복 로그인 허용하지 않음.
(2) 1 - Allow // Allow multi login
> Default 설정. 중복 로그인 허용함.
(3) 2 - Only Allow One Writing and Multi Reading Authenication Manager
> 관리 권한 관리자 1계정만 동시 로그인 허용. 열람 권한 관리자는 중복 로그인 가능
> 관리 권한 관리자 로그인되어 있으면 다른 계정의 관리 권한 관리자는 로그인 불가
[추가설명]
(1) 0 - Disallow // Disallow multi login
- 1계정당 1PC에서만 로그인 가능.
(2) 2 - Only Allow One Writing and Multi Reading Authenication Manager
- 1개의 관리 계정만 로그인 허용
옵션 값 설정 후, pnp_agent 모듈 재시작해야 설정 적용됩니다.
매니저 중복 로그인을 허용하지 않고자 하는 고객사에 설정해주시면 됩니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/5854
5844,"[TIP] 매니저 프로그램 삭제 시 ""you hava newer version of the application. setup will exit."" 팝업 발생 및 삭제 불가 현상 조치 방법 공유","[요약]
- 현상 : 특정 사용자 PC 에서 MANAGER 삭제 시 에러 메시지 출력 및 삭제 불가 현상 발생
: 삭제 진행 시 'you hava newer version of the application. setup will exit.' 팝업 발생 및 삭제 불가
- 원인 : 구 버전의 매니저인 경우 레지스트리 경로(키) 자체가 삭제되었거나,
설치된 매니저 버전보다 삭제에 쓰려고 하는 .exe 실행 파일의 매니저 버전이 낮을 경우 발생
- 조치방법 - 1)
> 최신 버전의 매니저 전달하여 삭제 및 재설치 진행
- 조치방법 - 2)
> Window + R > 'regedit' (레지스트리) 입력 및 진입
> 32bit 매니저 : HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\PNP SECURE\Enterprise Manager
> 64bit 매니저 : HKEY_LOCAL_MACHINE\SOFTWARE\PNP SECURE\Enterprise Manager
> 레지스트리 내 매니저 버전값을 강제 낮게 지정하여 삭제 실행 시 newer 버전으로 인식하지 않게끔 조치 및 삭제
[버전정보]
- ENTERPRISE MANAGER Build-5894
[상세내역]
- 조치방법 -1) (실제 고객사 사진이 아닌 사내테스트 진행)
- 특정 사용자 PC 에서 MANAGER 삭제 시 에러 메시지 출력 및 삭제 불가 현상 발생 (사진 참고)
- 문제 발생 PC에 최신 버전(글 작성일 기준) Build-6759~.exe를 실행하여 '제거' 수행
> 정상 제거 확인 완료
- 조치방법 -2) (실제 고객사 사진이 아닌 사내테스트 진행)
- 특정 사용자 PC 에서 MANAGER 삭제 시 에러 메시지 출력 및 삭제 불가 현상 발생 (사진 참고)
> 'regedit'실행 > 'HKEY_LOCAL_MACHINE\SOFTWARE\PNP SECURE\Enterprise Manager' 이동 및 버전 확인
: 설치된 버전은 Build-5894 이지만, 레지스트리에는 '4008006000' 이 들어있음
> Enterprise Manager 선택 후 우측화면에 우클릭하여 '수정' -> '값 데이터' -> 4008005894 입력
이름 : Version / 데이터 : 400800xxxx 입력 (xxxx에는 실행할 매니저 빌드 버전 입력 - ex. 4008005894)
[결론]
- 매니저 삭제간 위와 같은 팝업 발생 시 최신 버전 매니저 파일 혹은 레지스트리 수정으로 조치 가능
* 수정이 필요한 부분이나 개선사항이 있다면 댓글로 남겨주시면 감사하겠습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/5844
5829,[Manager] 7.0 매니저 서비스 생성시 도메인 주소 입력이 불가능한 경우,"[원인]
최초 DBSAFER7 설치할때 cloud 버전이 아니라 legacy 버전으로 설치하면서 도메인 지원이 안됨.
[대응방안]
dbsafer3.variables 테이블의 product_type value값을 변경하면 됩니다.(기존 : 1, 변경 : 2)
7.0 DBSAFER 도메인 지원하는 사이트가 맞는지 영업과 확인이 필요할 수 있습니다.","여성구: 본 사항을 엔지니어의 수정이 없도록 legacy 설치 조건에서도 domain 이 지원되도록 개선이 되면 좋겠습니다. | 하충현: 기본적으로 product_type 이 2(클라우드) 일 때 도메인 입력이 가능합니다

단,variables 테이블에 product_type이 없을 경우
등록된 서비스 객체 중 도메인 주소가 있는지 확인하고
product_type_sub에 기록하게 되어 있습니다
5.0에서 도메인 사용하던 사이트에 7.0 업그레이드 했을 경우를 대비한 것으로 보임)

7.0에서 도메인 사용하실때 저 sub값을 2로 변경하셔도 동일합니다

최재규 대리님이 추가 확인 해주셨습니다",https://cafe.naver.com/pnpsecure2/5829
5680,7.0 매니저 정책 설정 중 '메모리가 부족합니다' 팝업 발생 현상,"[이슈]
-7.0매니저 사용 중 정책 설정 > 보안계정 선택 시 '메모리가 부족합니다' 팝업
-작업관리자 > 전체 메모리 사용율 50%내외
-담당자 PC에서만 발생
[요청사항]
-7.0 매니저 '메모리가 부족합니다.' 알림 팝업 임계치 기준 문의드립니다.
-해당 알림 발생 기준을 낮출 수 있는지 문의드립니다.
[상세정보]
- 특이사항 : DBSAFER 7.0 분리구성(LOG+GW1+GW2)
- 전후상황 : 사이트에서 별도로 수정된 사항은 없음.
- 모듈/프로그램 버전 : Enterprise_Manager_7_Build-2005[7E]_Setup
담당자 PC에서 64bit 매니저 실행이 안되어 32bit로 사용 (해당경로 AD 실행권한 있음, 동일한 프로세스명의 32bit 매니저는 정상실행, PC에 설치된 보안프로그램에서는 블랙리스트로 특정 프로세스만 제어한다고 함)
DBSAFER 서버 메모리 이상 없음, 모듈 에러로그 없음
em_log 전달
[답변, 조치사항]
- 윈도우가 32bit 프로그램(매니저)에 할당한 메모리가 제한적이어서 발생
- 매니저에서 정책 정보 및 보안계정 정보 로딩 시에 해당 데이터를 메모리에 적재하는데 PC에서 할당해주는 메모리 이상으로 쓰게되면 해당 메시지가 발생할 수 있음
- 64bit 매니저 실행이 안되는 현상은 Digital Guardian 솔루션 (프로세스명 DgAdmin.exe, DgAgent.exe, DgPrompt.exe, DgService.exe, DgWip.exe) 에서 C:\Program Files\PNP SECURE\Enterprise Manager 7 경로 내 exe, dll파일 예외처리 후 64bit 매니저로 실행하여 정상작동",댓글 없음,https://cafe.naver.com/pnpsecure2/5680
5669,[TIP]MANAGER 2차인증 기능 설정 방법,"[개요]
- 기존 DBSAFER Manager에서는 보안계정을 연동하여 2차인증에 대해 지원을 하고 있었으나 이를 개선하여 관리자계정만으로 독립적으로 2차인증 동작할 수 있도록 기능 추가가 되었습니다.
[설정방법]
- saferuas 지원 버전 : 2.0.51.3 이상
.2차인증 설정에서 관리자 2차인증 선택에서 사용자 선택(토큰OTP,SMS,MAIL) 선택
- Manager 설정 방법
.시스템 설정 -> 메뉴 설정 -> 매니저 로그인시 2차인증 사용, 관리자계정 2차인증 사용 체크 후 저장
- 2차인증 기능 활성화시 관리자계정 추가 또는 수정시 아래와 같이 휴대전화번호, 이메일, 관리자 2차인증 사용여부를 선택할 수 있도록 기능이 활성화 됨
- OTP, SMS, 메일 3가지 종류를 선택해서 활성화 했을 경우 아래와 같이 목록 표시가 되며 원하는 인증방식으로 인증 후 로그인을 할 수 있습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/5669
5656,"[TIP] DB2(UDB, v11.5.8) 접속가능한 툴 / 드라이브 / 가이드메뉴얼 공유드립니다","안녕하세요, DBSAFER_DB구축시 DB2 접속에 대한 어려움이 있습니다.
- 쿼리박스에 db2접속기능이 있지만 안됩니다ㅜㅜ
- dbeaver를 사용하면 되지만, 저같은 경우는 드라이브 이슈도 있더라고요
: 첨부드린 메뉴얼은 드라이브(jar)설정하는 가이드도 나옵니다
> DB2서버에 드라이브 달라고 요청하신다음에, 적용하시면 될겁니다
(최신 드라이버도 같이 올려드립니다)
감사합니다.
첨부파일
G020_DA가이드_Dbeaver_설치_및_DB연결_가이드_v0.4
.pptx
null
파일 다운로드
첨부파일
db2jcc4
.jar
null
파일 다운로드
dbeaver 다운로드 경로
https://dbeaver.io/download/
Download | DBeaver Community
DBeaver Community 22.3.0 Released on December 5th 2022 ( Milestones ). It is free and open source ( license ). Also you can get it from the GitHub mirror . DBeaver PRO 22.2 Released on September 12th, 2022 PRO version web site: dbeaver.com Trial version is available. Windows Windows (installer) Wind...
dbeaver.io",댓글 없음,https://cafe.naver.com/pnpsecure2/5656
5631,[TIP][MANAGER] 시간동기화 설정이 안 될 경우,"[개요]
- DBSAFER Enterprise Manager 시간동기화 설정 시 시간 동기화 서버 설정이 없어지는 경우 해결 방법
[증상]
- DBSAFER Enterprise Manager 시간동기화 서버 설정 시 설정 값이 없어짐
- DBSAFER 서버 SSH 접속 후 pnp_ntpsync update [서버 주소] 명령어 입력 후 pnp_ntpsync show 명령어로 확인 시 'NTP server is empty' 알림 발생
- pnp_ntpsync 모듈 재실행 되지 않음
- DB에서 데이터 확인
: 확인 명령어 select * from variables where name like '%NTP%';
: 특정 정보 없음
> 정상
NTP_SYNC_TIME, NTP_SYNC_SERV
> 비정상
NTP_SYNC_TIME
[방법]
1. DB에 접속 접속
2. NTP_SYNC_SERV 데이터 값 추가 및 확인
추가 명령어 : insert into dbsafer3.variables values ('NTP_SYNC_SERV', 'NTP 서버 IP');
확인 명령어 : select * from variables where name like '%NTP%';
3. DBSAFER Enterprise Manager 시간 동기화 설정 확인 및 모듈 설정 값 확인
- 시간 동기화 설정 값이 반영되어 있는지 확인
- pnp_ntpsync 모듈 반영 확인",댓글 없음,https://cafe.naver.com/pnpsecure2/5631
5457,[TIP] 특정 디스크 경고 메일 연동 방법 공유,"[개요]
- 전체 디스크 크기에 대한 경고 알림을 받을 수 있는 방법은 많지만 특정 디스크 크기에 대한 경고 알림을 받는 기능이 공유 및 전파 되어있지 않아 작성하였습니다.
[기능 활성화 방법]
1. mailer 실행
2. pnp_sysmon.conf 설정 파일 내의 MAIL_SEND_TIME 옵션 설정
* 추가로 설정파일 내에서 DISK, CPU, MEM 수치를 각각 임계값 이상 시 실시간으로 check하여 이상 시 알림을 받도록하는 기능이 있지만, 해당 기능은 전체 디스크량 밖에 지원하지 않기 때문에 설정하지 않음
3. manager - 환결설정 - 특정 디스크 경고 임계치 설정
* 특정 디스크 경고 임계치 설정 기능 활성화 방법
- 시스템 설정 > 시스템 모니터링 설정 > 서버 모니터링 - 특정 디스크에 대한 모니터링 및 경고 임계치 설정 기능 사용
(단, pnp_sysmon - Rev 148 이상에서만 기능 지원)
[동작방식]
- 전체 디스크량 설정과 특정 디스크 경고 임계치 설정에 혼선을 줄 수 있는 부분이 있어 동작방식 설명 드립니다.
- 첫번째(순번 1)에 등록한 파티션에 대하여 디스크량 부족 시 메일연동 기능을 제공합니다.
- 단, 디스크량 부족에 설정한 값이 특정 디스크 임계치 설정한 값보다 우선순위가 높습니다.
(디스크량 부족은 총 디스크량으로 판단합니다.)
- ex)
예시로, 총 디스크량 크기와 /home 파티션의 용량이 각각 58.1 / 76.6 인 상황에서
임계치를 각각 20%로 설정하였으니 swap 파일을 생성하여 디스크의 크기를 증가시켜보았습니다.
- 특정파티션(/home)의 크기가 80% 이상일 때에는 /home 디스크의 크기로 메일이 전달되지만
- 특정파티션(/home)과 총 파티션의 크기가 80% 이상일 때에는 총 디스크의 크기로 메일이 전달됨을 확인할 수 있습니다.
[적용 결과]
1. DBSAFER 경고 알람 메시지
2. 경고 로그
[MANAGER] > [로그조회] > [기타] > [경고로그]
3. 메일 알림
[TIP]
Q : 메일 연동 시 캐릭터 셋이 깨지는 현상
- 메일 form 설정 파일 : sysmon_system_info_mail_form.txt
A : 파일 인코딩 / 캐릭터셋 변경 필요
1) 파일 인코딩 확인
# file -i sysmon_system_info_mail_form.txt
sysmon_system_info_mail_form.txt: text/html; charset=utf-8
2) 파일 백업
# cp -af sysmon_system_info_mail_form.txt sysmon_system_info_mail_form.txt.utf8
3) 인코딩 변경
# iconv -f utf-8 -t euc-kr sysmon_system_info_mail_form.txt > sysmon_system_info_mail_form.txt.euc-kr
4) 인코딩에 맞는 파일 원본파일과 변경한 후 정상동작 확인
# cp -af sysmon_system_info_mail_form.txt.euc-kr sysmon_system_info_mail_form.txt
[관련 카페글]
- 서버 자원 임계치 계산법 및 메일 전송 폼
https://cafe.naver.com/pnpsecure2/224
cafe.naver.com
cafe.naver.com
- 서버 자원 과점유 시 관리자에게 메일 알림 설정 방법
https://cafe.naver.com/pnpsecure2/3600
cafe.naver.com
cafe.naver.com",댓글 없음,https://cafe.naver.com/pnpsecure2/5457
